Title,Description,Channel Title,Publish time,Tags,Category,Duration,Number of comments,Number of likes,Number of views,Number of favorites,Video quality,Licensed,id,trending times,trending for
LES INCROYABLES COMBATS D'ANIMAUX SAUVAGES,"c'est l'heure de la bagarre
Retrouvez les vidéos originales/documentaire ici :

Kung fu mantis : https://www.youtube.com/watch?v=7wKu13wmHog&ab_channel=BBCEarth

Colonies de frelons géants : https://www.youtube.com/watch?v=sJ5ymto8lWg&ab_channel=SmithsonianChannel

Mygale VS Grenouille : https://www.youtube.com/watch?v=lg4fK9G7tQA&ab_channel=NatGeoWildFrance

Mongoose Vs. Cobra : https://www.youtube.com/watch?v=OyuIAUlL5IU&ab_channel=SmithsonianChannel

Chat VS serpent : https://www.youtube.com/watch?v=i8kyiLUdKoM&ab_channel=DocumentaireAnimalier


Combat de Gorilles : https://www.youtube.com/watch?v=iILDwh82yV4&ab_channel=NatGeoWildFrance

Elephant vs. Rhino : https://www.youtube.com/watch?v=fGRWwan8YEQ&ab_channel=NatGeoWILD

Ours VS Tigre : https://www.youtube.com/watch?v=0ggJ627z4jU&ab_channel=NatGeoWILD

👍 Merci à tous ceux qui laisseront un pouce bleu 
►Abonne toi: http://bit.ly/1rot6qe
►Twitter: https://twitter.com/Cyril_mp4
►Facebook: http://on.fb.me/1chqxfd
►Instagram: https://www.instagram.com/cyril_mp4",CYRILmp4,2018-06-10 11:00:06+00:00,"['combat', 'animaux', 'sauvage', 'fr', 'francais', 'video drole', 'humour', 'divertissement']",23,10:17,12290,125168,2457902,0,hd,False,jtZg3bP_9c0,4.0,3 days 00:00:00
DÉMONÉTISATION VOLUME 2,"👍 Merci à tous ceux qui laisseront un pouce bleu 
►Abonne toi: http://bit.ly/1rot6qe
►Twitter: https://twitter.com/Cyril_mp4
►Facebook: http://on.fb.me/1chqxfd
►Instagram: https://www.instagram.com/cyril_mp4",CYRILmp4,2018-06-07 17:06:56+00:00,"['DÉMONÉTISATION', 'AGONY', 'FR', 'video drole', 'horreur']",23,11:1,1390,61453,823663,0,hd,True,0UsrPUjTvus,0.0,0.0
PREMIÈRE FOIS SUR UN CIRCUIT ! ( Ft. Pierre Croce ),"Une journée de folie ou j'ai croisé la mort 3 fois seulement !
The crew 2 disponible le 29 juin ici : http://ubi.li/brrmx
Vidéo sponsorisée par Ubisoft, merci pour cet event de folie !
La chaîne de Pierre : https://www.youtube.com/user/pierrecroce


►Abonne toi: http://bit.ly/1rot6qe
►Twitter: https://twitter.com/Cyril_mp4
►Facebook: http://on.fb.me/1chqxfd
►Instagram: https://www.instagram.com/cyril_mp4",CYRILmp4,2018-06-05 16:30:00+00:00,"['helicopter', 'retourné', 'accident', 'the crew 2', 'pierre croce', 'porsche', 'cayman s', 'circuit', 'course', 'fr', 'video drole']",23,10:38,1254,46282,582987,0,hd,True,Rt0z2TVDJ9A,0.0,0.0
VOUS M'AVEZ TUÉ ... (Révolution des Androïdes FIN ),"Vous avez choisi.
Vidéo qui retrace l'enquête :  https://youtu.be/K0oVjKa7vd0
Réalisé en partenariat avec PlayStation !

L'équipe de la vidéo :
Réalisateur : Franck Marchand
Ecriture : Cyr!l
Comédiens : Anthony Dupray, Kevin Levy, Akim Omiri
Dir prod : Agnes Lepeu
Chef opérateur : Pierre-Alexis Morilhas
Directeur post-production : Loïc Jançon
1er assistant réal : Nicolas Decan
Voix off : Superflame
Maquillage : Romane de Luca
Stylisme : Mathilde Bordes",CYRILmp4,2018-05-31 17:26:43+00:00,"['vous', ""m'avez"", 'tué', 'revolution des androides', 'fin', 'cyril', 'akim omiri']",23,3:2,4938,73742,986130,0,hd,False,dg8uyx-TK9M,3.0,2 days 00:00:00
RETOUR EN 2013,"Imberbe et doué au sniper, aucun doute. On est en 2013.
►Pour télécharger Warface gratuitement: https://goo.gl/5zcKMy
Vidéo sponsorisée par Crytek !
👍 Merci à tous ceux qui laisseront un pouce bleu 
►Abonne toi: http://bit.ly/1rot6qe
►Twitter: https://twitter.com/Cyril_mp4
►Facebook: http://on.fb.me/1chqxfd
►Instagram: https://www.instagram.com/cyril_mp4",CYRILmp4,2018-05-29 16:23:00+00:00,"['cyril', 'talent', 'caché', '2013', 'warface', 'battle royale', 'top 1', 'fr', 'video drole', 'jeu video']",23,10:21,3385,67540,862755,0,hd,True,-ZPMbKmLhVo,0.0,0.0
RÉVOLUTION DES ANDROÏDES (Côté Criminel),"Nouveau court métrage ! A vous de choisir la fin. 
Vidéo de Akim Omiri : https://youtu.be/K0oVjKa7vd0
Réalisé en partenariat avec PlayStation !


►Abonne toi: http://bit.ly/1rot6qe
►Twitter: https://twitter.com/Cyril_mp4
►Facebook: http://on.fb.me/1chqxfd
►Instagram: https://www.instagram.com/cyril_mp4

Lien pour télécharger le jeu Detroit Become Human : https://store.playstation.com/?resolve=STORE-MSF75508-DETROITBCHUMAN

L'équipe de la vidéo :
Réalisateur : Franck Marchand
Ecriture : Cyr!l
Comédiens : Anthony Dupray, Kevin Levy, Akim Omiri
Dir prod : Agnes Lepeu
Chef opérateur : Pierre-Alexis Morilhas
Directeur post-production : Loïc Jançon
1er assistant réal : Nicolas Decan
Voix off : Superflame
Maquillage : Romane de Luca
Stylisme : Mathilde Bordes",CYRILmp4,2018-05-27 09:19:43+00:00,"['Revolution des androides', 'coté criminel', 'cyril', 'detroit become human', 'fr', 'francais', 'court metrage']",23,6:30,69555,124736,1582033,0,hd,False,Dsu_6R4wd0A,3.0,2 days 00:00:00
CETTE VIDÉO VA ÊTRE DÉMONÉTISÉE yes,"👍 Merci à tous ceux qui laisseront un pouce bleu 
Lien du jeu : https://store.steampowered.com/app/792300/The_Beast_Inside/
►Abonne toi: http://bit.ly/1rot6qe
►Twitter: https://twitter.com/Cyril_mp4
►Facebook: http://on.fb.me/1chqxfd
►Instagram: https://www.instagram.com/cyril_mp4",CYRILmp4,2018-05-24 16:30:01+00:00,"['vidéo', 'demonetisée', 'mp4', 'cyril', 'jeu', 'horreur', 'the beast inside']",23,9:26,2556,65874,806246,0,hd,True,XahjUJWzOho,0.0,0.0
FRANCEnite,"Le délire ultime 
Montage réalisé par Dimitri ! 
En live tous les soirs à 20h ici : https://www.twitch.tv/dimi3

Musiques:
Coda - Dorito dust
Megalo Strike Back (Chara fight theme)
Minecraft Music - Calm 1
RUGRATS THEME (BASS HOUSE REMIX)
Joule and Coda - Going nuts!
Childish Gambino - This Is America
Grave Danger - Steam Trailer
NJB - Running in the 90s (Hardcore Rave Edit) 
Sub Atomic (Iron Whale Arranged) - Shovel Knight Treasure Trove Music",CYRILmp4,2018-05-22 16:30:00+00:00,"['francenite', 'fortnite', 'fr', 'francais', 'cyril', 'cyr!l', 'video drole', 'meme']",23,5:17,9479,147089,3779763,0,hd,True,AeSPOiUYlIo,0.0,0.0
JE RENCONTRE MCSKYZ,"La vidéo de McSkyz : https://www.youtube.com/watch?v=ALv2E5wBCLQ&feature=youtu.be
Si vous subissez un harcèlement, parlez en à vos proches. N'ayez pas honte. Je vous conseille aussi ces numéros vert : le 3020 et le 0 800 200 000 (spécialisé harcèlement virtuel) Plus d'info sur ce site aussi : https://www.netecoute.fr/qui-sommes-nous/",CYRILmp4,2018-05-20 11:00:03+00:00,"['cyril', 'mcskyz', 'harcelement', 'sur', 'internet']",23,10:26,12702,121408,1329236,0,hd,True,M6u9VvF3rw8,0.0,0.0
AU SOMMET D'UNE MONTAGNE EN NORVÈGE,"Franchir une montagne en pleine tempête, ptet pas une bonne idée
Vlog 2 en Norvège dispo ici : https://youtu.be/m4xJtDV_85c
Instagram de Charles : https://www.instagram.com/charles_schiele
Sa chaîne YouTube Charles Schiele: https://www.youtube.com/user/TheFrenchSniper66?&ab_channel=CharlesS.
►Abonne toi: http://bit.ly/1rot6qe
►Twitter: https://twitter.com/Cyril_mp4
►Facebook: http://on.fb.me/1chqxfd
►Instagram: https://www.instagram.com/cyril_mp4",CYRILmp4,2018-05-13 11:00:04+00:00,"['crash', 'nouveau', 'drone', 'phantom 4', 'vlog', 'norvege', 'cyril', 'aventure']",23,13:6,3163,114648,742069,0,hd,True,GeIJNsW86mU,0.0,0.0
