Title,Description,Channel Title,Publish time,Tags,Category,Duration,Number of comments,Number of likes,Number of views,Number of favorites,Video quality,Licensed,id,trending times,trending for
J'AI CRAQUÉ SUR BELLA CIAO...,"J'ai recomposé belle ciao dans 10 styles différents !
8 bit, Reggaeton, Funk, etc.... 

➤ Video mise en ligne grace à la 4G Box Bouygues !
➤ La musique que j'écoute en ce moment : https://matchplay.lnk.to/YT

🌕🌕🌕🌕 SUIS-MOI SUR 🌕🌕🌕🌕
👉 INSTAGRAM : JordanYoutunes
👉 TWITTER : https://twitter.com/JoycaOff
👉 FACEBOOK : http://urlz.fr/4Thm
👉 SNAPCHAT : JordanYoutunes

➤➤➤ Pour toutes demandes professionnelles ou commerciales : Youtunes.contact@gmail.com

✔ N'oublies pas également de t'abonner pour encore plus de videos !",JOYCA,2018-06-08 16:00:00+00:00,"['Bella ciao', 'maitre gims', 'vitaa', 'dadjuu', 'bella ciao remix', 'jean roch', 'Joyca', 'remix']",23,4:40,8360,150194,1710239,0,hd,True,3yWFNvQUv5c,4.0,3 days 00:00:00
LA MEILLEURE HALLUCINATION AUDITIVE !,"Beaucoup de réactions suite au phénomène ""Yanny or Laurel""
J'ai essayé d'analyser un peu cette petite hallucination auditive !

➤ Video mise en ligne grace à la 4G Box Bouygues !
➤ La musique que j'écoute en ce moment : https://matchplay.lnk.to/YT

🌕🌕🌕🌕 SUIS-MOI SUR 🌕🌕🌕🌕
👉 INSTAGRAM : JordanYoutunes
👉 TWITTER : https://twitter.com/JoycaOff
👉 FACEBOOK : http://urlz.fr/4Thm
👉 SNAPCHAT : JordanYoutunes

➤➤➤ Pour toutes demandes professionnelles ou commerciales : Youtunes.contact@gmail.com

✔ N'oublies pas également de t'abonner pour encore plus de videos !",JOYCA,2018-05-29 16:30:01+00:00,"['Joyca', 'Youtunes', 'jordan', 'musique', 'beat', 'parodie', 'faire un beat avec', 'Hallucination auditive', 'yannel', 'laurel', 'yanny', 'yanny or laurel', 'yanny ou laurel', 'laurel ou yanny', 'son etrange', 'son bizarre', 'son', 'sample']",23,7:34,34289,98955,1355727,0,hd,True,m82fNSMjERE,0.0,0.0
JE REMIX VOS IDÉES ! #3,"Vous m'avez envoyé des vidéos courtes avec lesquelles je peux faire de la musique, c'est le sujet de cette vidéo, installez vous et profitez du moment présent.

➤ Video mise en ligne grace à la 4G Box Bouygues !
➤ La musique que j'écoute en ce moment : https://matchplay.lnk.to/YT

🌕🌕🌕🌕 SUIS-MOI SUR 🌕🌕🌕🌕
👉 INSTAGRAM : JordanYoutunes
👉 TWITTER : https://twitter.com/JoycaOff
👉 FACEBOOK : http://urlz.fr/4Thm
👉 SNAPCHAT : JordanYoutunes

➤➤➤ Pour toutes demandes professionnelles ou commerciales : Youtunes.contact@gmail.com

✔ N'oublies pas également de t'abonner pour encore plus de videos !",JOYCA,2018-05-25 16:00:04+00:00,"['Joyca', 'Youtunes', 'jordan', 'musique', 'beat', 'parodie', 'faire un beat avec', 'remix', 'Video virale', 'Jason derulo', 'Compilation musique', 'velo']",23,6:44,4618,102717,1162795,0,hd,False,pSCl71hi45k,4.0,3 days 00:00:00
JOYCA - Heart & Soul Feat Boostee (Clip Officiel),"«Heart & Soul» disponible sur toutes les plateformes ici : https://fanlink.to/HeartAndSoul

«Heart & Soul»
Composition : Joyca 
Auteur / Interprète (Chanteur): Boostee 
Réalisation : Nino Vella / Joyca 
Arrangements : Mowlo 

Clip «Heart & Soul»
Scénario : Joyca
Animation : MyFuckinMess

Deuxième single, cette fois en collaboration avec Boostee !

Suivez Boostee ici : 
👉 TWITTER : @BoosteeOfficiel
👉INSTAGRAM : @BoosteeOfficiel

🌕🌕🌕🌕 SUIS-MOI SUR 🌕🌕🌕🌕
👉 INSTAGRAM : JordanYoutunes
👉 TWITTER : https://twitter.com/JoycaOff
👉 FACEBOOK : http://urlz.fr/4Thm
👉 SNAPCHAT : JordanYoutunes

➤➤➤ Pour toutes demandes professionnelles ou commerciales : Youtunes.contact@gmail.com

✔ N'oublies pas également de t'abonner pour encore plus de videos !


R.I.P Avicii, tu nous aura énormément inspiré.",JOYCA,2018-05-18 16:00:02+00:00,"['Joyca', 'Youtunes', 'jordan', 'musique', 'beat', 'parodie', 'faire un beat avec', 'boostee', 'heart & soul', 'musique boostee', 'musique joyca', 'joyca single']",23,2:43,12657,183666,4969364,0,hd,True,L-lJ4XJOCP4,3.0,2 days 00:00:00
C'EST QUOI CE JEU ?!,"Un Danois a voulu m'envoyé un jeu de plateau, j'me suis dit que j'allais me garder la surprise et découvrir ça en vidéo ! 
CETTE VIDEO N'EST PAS SPONSORISEE !

Si vous voulez un Klask aussi :
https://www.amazon.fr/Gigamic-JMKL-Jeu-r%C3%A9flexe-Klask/dp/B019QNM4OG

C'est Raska qui monte mes vidéos, avec passion et dévouement, qui sont ses 2 potes congolais

➤ Video mise en ligne grace à la 4G Box Bouygues !
➤ La musique que j'écoute en ce moment : https://matchplay.lnk.to/YT

🌕🌕🌕🌕 SUIS-MOI SUR 🌕🌕🌕🌕
👉 INSTAGRAM : JordanYoutunes
👉 TWITTER : https://twitter.com/JoycaOff
👉 FACEBOOK : http://urlz.fr/4Thm
👉 SNAPCHAT : JordanYoutunes

➤➤➤ Pour toutes demandes professionnelles ou commerciales : Youtunes.contact@gmail.com

✔ N'oublies pas également de t'abonner pour encore plus de videos !",JOYCA,2018-05-12 15:00:04+00:00,"['Joyca', 'Youtunes', 'jordan', 'musique', 'beat', 'parodie', 'faire un beat avec', 'klask', 'jeu', 'jeu de plateau', 'jeu chelou', 'amixem', 'mastu', 'neoxi']",23,14:29,4094,166195,3794208,0,hd,True,XY0sDieXjSw,0.0,0.0
DEMANDER SON CHEMIN AU JAPON AVEC GOOGLE TRADUCTION !,"On a voulu aller au temple des chats à Tokyo, mais d'une manière particulière... On a utilisé seulement google traduction pour demander notre chemin.

⚡⚡⚡LA NOUVELLE COLLECTION UNICORN ! ⚡⚡⚡ https://unicornwearelegends.com/

➤ Video mise en ligne grace à la 4G Box Bouygues !
➤ La musique que j'écoute en ce moment : https://matchplay.lnk.to/YT

🌕🌕🌕🌕 SUIS-MOI SUR 🌕🌕🌕🌕
👉 INSTAGRAM : JordanYoutunes
👉 TWITTER : https://twitter.com/JoycaOff
👉 FACEBOOK : http://urlz.fr/4Thm
👉 SNAPCHAT : JordanYoutunes

➤➤➤ Pour toutes demandes professionnelles ou commerciales : Youtunes.contact@gmail.com

✔ N'oublies pas également de t'abonner pour encore plus de videos !",JOYCA,2018-05-04 16:00:12+00:00,"['Joyca', 'Youtunes', 'jordan', 'musique', 'beat', 'parodie', 'faire un beat avec', 'temple', 'tokyo', 'japon', 'mastu', 'neoxi', 'joyca', 'temple aux chats', 'visite tokyo', 'google traduction']",23,12:50,5223,116212,2204831,0,hd,False,yWMd3Y1QX88,0.0,0.0
MA PLAYLIST DU MOIS #10 !,"LA PLAYLIST ENTIERE : https://matchplay.lnk.to/YT

On se retrouve pour une nouvelle playlist, voilà, c'est tout.

➤ Video mise en ligne grace à la 4G Box Bouygues !
➤ La musique que j'écoute en ce moment : https://matchplay.lnk.to/YT

🌕🌕🌕🌕 SUIS-MOI SUR 🌕🌕🌕🌕
👉 INSTAGRAM : JordanYoutunes
👉 TWITTER : https://twitter.com/JoycaOff
👉 FACEBOOK : http://urlz.fr/4Thm
👉 SNAPCHAT : JordanYoutunes

➤➤➤ Pour toutes demandes professionnelles ou commerciales : Youtunes.contact@gmail.com

✔ N'oublies pas également de t'abonner pour encore plus de videos !",JOYCA,2018-04-30 16:00:03+00:00,"['Joyca', 'Youtunes', 'jordan', 'musique', 'beat', 'parodie', 'faire un beat avec', 'playlist', 'playlist du mois', 'joyca musique', 'selection musique', 'musique été', 'musique avril', 'nouveauté 2018', 'spinnin', 'electro', 'house', 'hip hop', 'nouvelles musiques', 'playlist avril', 'musique mai']",23,4:27,1296,32422,421613,0,hd,False,_xgFXEp4J2M,0.0,0.0
LE PIRE DÉCOR DE LA REDBOX...,"Cette vidéo est sponsorisée par Lords Mobile, merci à eux !

⭐ Concours pour gagner le Pack LM à 150€ + Samsung G. S9 / BOSE QuietComfort 35: http://igg.com/joyca

➤ Télécharger le jeu sur Iphone : http://bit.ly/lmappstore
➤ Télécharger le jeu sur Android : http://bit.ly/lmggp

Checkez aussi la musique du jeu qui est folle !
Youtube: https://www.youtube.com/watch?v=vM3VPbMmDQk
Spotify : http://urlz.fr/6YTn
Deezer : https://www.deezer.com/fr/album/60326942

POUR TELECHARGER MON SIDA : http://urlz.fr/6YXP

➤ Video mise en ligne grace à la 4G Box Bouygues !
➤ La musique que j'écoute en ce moment : https://matchplay.lnk.to/YT

🌕🌕🌕🌕 SUIS-MOI SUR 🌕🌕🌕🌕
👉 INSTAGRAM : JordanYoutunes
👉 TWITTER : https://twitter.com/JoycaOff
👉 FACEBOOK : http://urlz.fr/4Thm
👉 SNAPCHAT : JordanYoutunes

➤➤➤ Pour toutes demandes professionnelles ou commerciales : Youtunes.contact@gmail.com

✔ N'oublies pas également de t'abonner pour encore plus de videos !",JOYCA,2018-04-27 16:00:05+00:00,"['Joyca', 'Youtunes', 'jordan', 'musique', 'beat', 'parodie', 'faire un beat avec', 'decor', 'redbox', 'amixem', 'vodk', 'mannequin', 'objets', 'pires objets', 'amazon', 'lords mobile']",23,14:20,12125,127388,2827800,0,hd,False,Z0eJhhos8W8,0.0,0.0
JOYCA - HIGH (CLIP OFFICIEL),"Ma première musique ""sérieuse"" HIGH, disponible sur toutes les plateformes de stream : Deezer, Spotify, Apple Music, Napster, etc...

Composition : Joyca
Réalisateur : Joyca
Animation/Montage : Kick Sama
Arrangements/Mixage : Joyca
Mastering : Adrien Toma


➤ Video mise en ligne grace à la 4G Box Bouygues !
➤ La musique que j'écoute en ce moment : https://matchplay.lnk.to/YT

🌕🌕🌕🌕 SUIS-MOI SUR 🌕🌕🌕🌕
👉 INSTAGRAM : JordanYoutunes
👉 TWITTER : https://twitter.com/JoycaOff
👉 FACEBOOK : http://urlz.fr/4Thm
👉 SNAPCHAT : JordanYoutunes

➤➤➤ Pour toutes demandes professionnelles ou commerciales : Youtunes.contact@gmail.com

✔ N'oublies pas également de t'abonner pour encore plus de videos !",JOYCA,2018-04-22 09:00:03+00:00,"['Joyca', 'Youtunes', 'jordan', 'musique', 'beat', 'parodie', 'faire un beat avec', 'joyca high', 'joyca musique', 'joyca music', 'house', 'bass house', 'g house', 'electro', 'musique electro', 'electro 2018', 'house 2018', 'deezer', 'spotify', 'shazam', 'high', 'clip animé']",23,3:37,18251,193122,5769472,0,hd,True,Icey1kz5qWk,3.0,2 days 00:00:00
VOUS TROUVEZ MES SOSIES !,"Je reçois depuis très longtemps des photos de personnalités qui sont censées me ressembler, du coup j'en fait une vidéo, simple basique.

➤ Video mise en ligne grace à la 4G Box Bouygues !
➤ La musique que j'écoute en ce moment : https://matchplay.lnk.to/YT

🌕🌕🌕🌕 SUIS-MOI SUR 🌕🌕🌕🌕
👉 INSTAGRAM : JordanYoutunes
👉 TWITTER : https://twitter.com/JoycaOff
👉 FACEBOOK : http://urlz.fr/4Thm
👉 SNAPCHAT : JordanYoutunes

➤➤➤ Pour toutes demandes professionnelles ou commerciales : Youtunes.contact@gmail.com

✔ N'oublies pas également de t'abonner pour encore plus de videos !",JOYCA,2018-04-13 16:00:01+00:00,"['Joyca', 'Youtunes', 'jordan', 'musique', 'beat', 'parodie', 'faire un beat avec', 'sosies', 'jordan sosies', 'joycasosie', 'sosie']",23,8:13,6183,130385,2662960,0,hd,True,094ndbmijKg,4.0,3 days 00:00:00
