Title,Description,Channel Title,Publish time,Tags,Category,Duration,Number of comments,Number of likes,Number of views,Number of favorites,Video quality,Licensed,id,trending times,trending for
"Kendji Girac, Omer Adam – Bomba (Making-Of)","Listen to “Bomba” here: https://kendjiomer.lnk.to/bombaID 

 'Making Of' Video Director: Rubens Hazon

Follow Kendji:
Instagram: https://www.instagram.com/kendji
Facebook: https://www.facebook.com/kendjioff
Twitter: https://twitter.com/GIRACKENDJI
YouTube: https://kendji.lnk.to/Youtube
TikTok: https://www.tiktok.com/@kendji

Follow Omer Adam:
Instagram: https://www.instagram.com/omeradam/
Facebook: https://www.facebook.com/OmerAdamOfficial
Twitter: https://twitter.com/therealomeradam
YouTube: https://www.youtube.com/user/OmerAdamOfficial
TikTok: https://www.tiktok.com/@omer.adam10

(P) 2022 Island Def Jam / NMC United Entertainment",Kendji Girac,2022-05-11 16:00:11+00:00,[],10,3:16,297,2020,33704,0,hd,False,AnnLmsp7zLg,0.0,0.0
"Kendji Girac, Omer Adam – Bomba (Official Video)","Listen to “Bomba” here: https://kendjiomer.lnk.to/bombaID

Written by Kendji Girac, Renaud Rebillaud, Omer Adam,  Adrienne Ben Haim, Alec Pierre, George Herrera, Nati Avidan, Juan Romano, Ariel Netasha Colless, Edward Ross Collins

Produced by Renaud Rebillaud 

First Production Version - Hadar Adora, COMPOSE

Video director: Chris Macari
Production company: Badass

Omer Adam – Executive production: Yael Zohar

Omer Adam – Styling: Or Luzon

Follow Kendji:
Instagram: https://www.instagram.com/kendji
Facebook: https://www.facebook.com/kendjioff
Twitter: https://twitter.com/GIRACKENDJI
YouTube: https://kendji.lnk.to/Youtube
TikTok: https://www.tiktok.com/@kendji

Follow Omer Adam:
Instagram: https://www.instagram.com/omeradam/
Facebook: https://www.facebook.com/OmerAdamOfficial
Twitter: https://twitter.com/therealomeradam
YouTube: https://www.youtube.com/user/OmerAdamOfficial
TikTok: https://www.tiktok.com/@omer.adam10

(P) 2022 Island Def Jam / NMC United Entertainment",Kendji Girac,2022-05-09 16:00:12+00:00,"['kendji', 'kendji omer', 'Kendji Omer Adam', 'omer adam', 'kendji bomba', 'Omer Adam bomba', 'bomba', 'bomba clip', 'kendji bomba clip', 'dernier clip kendji', 'dernier clip bomba', 'Kendji Omer Adam clip', 'Kendji omer video', 'Kendji Omer Adam video', 'Kendji girac', 'Kendji Girac clip', 'clip bomba', 'Kendji omer clip video', 'Omer Adam clip', 'Omer Adam video bomba', 'Kendji Girac son', 'son omer adam', 'son omer kendji', 'son Omer Adam kendji', 'son Kendji omer', 'Omer Adam Kendji girac', 'עומר אדם', 'בומבה']",10,3:12,1016,16340,475350,0,hd,False,VhVUYlPY9zk,6.0,5 days 00:00:00
Kendji Girac - Conquistador (Légende),"Légende : Découvrez la version commentée du clip de Conquistador, premier clip réalisé par Kendji Girac.

Extrait de l'album ""Mi Vida – Édition de Noël"" : https://kendji.lnk.to/MiVida-EditionNoel

Retrouvez Kendji en tournée en France, en Suisse et en Belgique : https://decibelsprod.com/artistes/kendji/

Suivez Kendji sur les réseaux : 

Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube

(C) 2021 Island Def Jam",Kendji Girac,2022-01-05 16:00:09+00:00,"['kendji', 'kendji girac', 'conquistador', 'conquistador légend', 'conquistador légende', 'kendji légende', 'kendji clip commenté', 'kendji clip', 'kendji girac clip', 'conquistador légende commenté', 'kendji clip coulisses', 'kendji clip secrets', 'kendji dernier clip', 'conquistador version commentée', 'conquistador version légende', 'kendji girac conquistador', 'kendji conquistador', 'kendji coulisses clip']",10,3:42,368,5880,445709,0,hd,False,L2A_kfbj4Qg,0.0,0.0
"Kendji Girac - Deezer Sessions live, Les Étoiles, Paris","Pour célébrer Noël et les fêtes de fin d'année, Deezer invite Kendji Girac à se produire depuis la salle de concert Les Étoiles à Paris pour un show en toute intimité. Découvrez son interprétation live de La gitane, Evidemment et Conquistador.

Écouter La gitane : https://deezer.page.link/73ArV3ciGwaX6VR76
Écouter Evidemment : https://deezer.page.link/QCNugJgg1c8esfYQ7
Écouter Conquistador : https://deezer.page.link/Lrivde8ZTXmNfGmQ8 

Extraits de la Deezer Sessions : https://kendji.lnk.to/DeezerSessionsID 
Voir le concert en intégralité : https://live.umusic.com/kendjixdeezer

Crédits :

Production : Colligence Pictures
-
Réalisateur : Anthony Ghnassia
Producteur : Julian Marshall
Dir. de production : Lisa Genlot
Assistant caméra : Robin Parrinello
-
OPV : Laurent Aspesberro, Uggo Fleurence, Wuddhy Fernandes, Georges Le Guennec, Brice Beuzelin
-
Montage captation : Anthony Ghnassia
Montage aftermovie : Uggo Fleurence
-
Etalonnage : Tristan Westeel, Guillaume Chanaud

Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji/
Facebook : https://www.facebook.com/kendjioff/
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://www.youtube.com/channel/UCgtt_xijZ03e0THlKDvPauw/?sub_confirmation=1",Kendji Girac,2021-12-27 11:00:21+00:00,"['kendji', 'kendji girac', 'kendji girac conquistador', 'kendji conquistador', 'kendji la gitane', 'kendji girac la gitane', 'kendji concert deezer', 'kendji show deezer', 'kendji live deezer', 'kendji concert de noel', 'kendji girac concert deezer', 'kendji girac live deezer', 'kendjir girac show deezer', 'kendji evidemment', 'kendji girac evidemment', 'conquistador live', 'la gitane live', 'evidemment live', 'kendji live', 'kendji chanson de noel', 'kendji concert paris', 'kendji live paris', 'kendji deezer']",10,12:37,552,4080,754850,0,hd,False,Py9FGJsCL74,0.0,0.0
"Kendji Girac - Petit Papa Noël | Deezer Sessions, Les Étoiles, Paris","Pour célébrer Noël et les fêtes de fin d'année, Deezer invite Kendji Girac à se produire depuis la salle de concert Les Étoiles à Paris pour un show en toute intimité. 

Écouter Petit Papa Noël : https://kendji.lnk.to/PPN_DeezerSession

Crédits :

Production : Colligence Pictures
-
Réalisateur : Anthony Ghnassia
Producteur : Julian Marshall
Dir. de production : Lisa Genlot
Assistant caméra : Robin Parrinello
-
OPV : Laurent Aspesberro, Uggo Fleurence, Wuddhy Fernandes, Georges Le Guennec, Brice Beuzelin
-
Montage captation : Anthony Ghnassia
Montage aftermovie : Uggo Fleurence
-
Etalonnage : Tristan Westeel, Guillaume Chanaud

Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji/
Facebook : https://www.facebook.com/kendjioff/
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://www.youtube.com/channel/UCgtt_xijZ03e0THlKDvPauw/?sub_confirmation=1",Kendji Girac,2021-12-20 13:00:12+00:00,"['kendji', 'kendji girac', 'deezer', 'deezer session', 'deezer sessions', 'kendji deezer', 'kendji girac deezer', 'kendji deezer sessions', 'kendji girac deezer sessions', 'kendji deezer session', 'kendji girac deezer session', 'kendji petit papa noel', 'kendji girac petit papa noel', 'kendji girac papa noel', 'kendji noel', 'kendji girac noel', 'kendji concert', 'kendji fans', 'kendji concert privé']",10,4:1,726,6039,178005,0,hd,False,TbhxT-t6eZY,8.0,7 days 00:00:00
Kendji Girac - Conquistador (Making-Of),"Découvrez le making-of de ""Conquistador"" le premier clip réalisé par Kendji Girac.

Extrait de son album ""Mi Vida"" : https://kendji.lnk.to/MiVidaNEditionID

Réalisation Clip : Kendji Girac
Réalisation Making Of : Rubens Hazon
 
Kendji en tournée en 2021
Réservez vos places : https://kendji.lnk.to/Tour2021ID​​
 
Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube​ 
 
#Kendji #Conquistador #MakingOf",Kendji Girac,2021-12-16 11:00:27+00:00,"['kendji', 'kendji girac', 'kendji conquistador', 'kendji girac conquistador', 'kendji making of', 'kendji making-of', 'kendji girac making of', 'kendji girac making-of', 'kendji conquistador making of', 'kendji conquistador making-of', 'kendji conquistadore', 'kendji behind the scenes', 'kendji mof', 'kendji girac behind the scenes', 'kendji girac behind the scenes conquistador', 'conquistador', 'conquistador clip', 'clip kendji conquistador', 'making of clip conquistador', 'behind the scene conquistador', 'kendji BTS']",10,4:7,302,2737,65830,0,hd,False,XE4hdTRs4_Q,0.0,0.0
Kendji Girac - Conquistador (Clip officiel),"Découvrez le clip de ""Conquistador"", réalisé par Kendji Girac.
Production : Badass production  
Direction artistique : Hakim Ghorab

Extrait de l'album ""Mi Vida"" : https://kendji.lnk.to/MiVidaNEditionID

Retrouvez Kendji en tournée en France, en Suisse et en Belgique : 
https://decibelsprod.com/dates/artist...

Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube

(C) 2021 Island Def Jam

#Kendji #Conquistador",Kendji Girac,2021-12-10 11:00:12+00:00,"['kendji', 'kendji girac', 'conquistador', 'kendji conquistador', 'kendji girac conquistador', 'kendji clip', 'kendji clip officiel', 'kendji clip conquistador', 'kendji girac clip conquistador', 'clip conquistador', 'clip conquistador kendji', 'clip conquistador kendji girac', 'kendji conquistadore', 'kendji girac conquistadore', 'kendji dans mes bras', 'kendji girac dans mes bras', 'clip officiel conquistadore', 'clip officiel conquistador', 'kendji clip mer', 'kendji clip bateau', 'kendji girac clips']",10,3:42,1581,42864,6727074,0,hd,False,FrzNo65aTqw,6.0,5 days 00:00:00
Kendji Girac – Dans mes bras (en duo avec Dadju) (Légende),"Légende : Découvrez la version commentée du clip de Dans mes bras (en duo avec Dadju).

Extrait de l'album ""Mi Vida – Édition de Noël"" : https://kendji.lnk.to/MiVida-EditionNoelID  

Kendji nominé au NRJ Music Awards : https://kendji.lnk.to/NMAID

Retrouvez Kendji en tournée en France, en Suisse et en Belgique : https://decibelsprod.com/dates/artist...

Suivez Kendji sur les réseaux : 

Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube

(C) 2021 Island Def Jam",Kendji Girac,2021-11-12 09:00:00+00:00,"['kendji', 'kendji dadju', 'dadju', 'dans mes bras', 'dans mes bras kendji', 'dans mes bras dadju', 'kendji clip', 'dadju clip dans mes bras', 'dans mes bras vidéo commentée', 'dans mes bras clip commenté', 'clip commenté kendji', 'kendji légende', 'kendji footnotes', 'kendji dans mes bras footnotes', 'kendji dadju footnotes', 'kendji dadju légende', 'dadju légende', 'dadju footnotes', 'dadju vidéo commenté', 'vevo footnotes', 'vevo footnotes kendji', 'vevo footnotes dadju', 'vevo footnotes kendji dadju', 'kendji dmb']",10,3:17,172,3493,140631,0,hd,False,-9Bz3eizJ0w,0.0,0.0
Kendji Girac – Mi Vida Tour,"Kendji, l’artiste aux 4 millions d’albums vendus et aux tubes incontournables revient sur scène à l’automne 2021 !
Le jeune prodige de la Gypsie Pop est de retour pour une tournée à travers la France, la Belgique et la Suisse.
Venez danser sur des rythmes endiablés et prolonger l’été toute l’année !

Vos billets : https://kendji.lnk.to/Tour2021

Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube",Kendji Girac,2021-10-15 16:00:16+00:00,[],10,1:1,277,3206,123539,0,hd,False,WM1mQduRWo0,5.0,4 days 00:00:00
Kendji Girac - Dans mes bras (en duo avec Dadju),"Découvrez le clip de Dans mes bras (en duo avec Dadju). 

Réalisateur : Alex Moors 
Production : BADASS

Extrait de l'album ""Mi Vida"" : https://kendji.lnk.to/MiVidaNEditionID

Retrouvez Kendji en tournée en France, en Suisse et en Belgique : 
https://decibelsprod.com/dates/artiste/kendji/

Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube

(C) 2021 Island Def Jam",Kendji Girac,2021-09-24 09:00:11+00:00,"['kendji', 'kendji girac', 'dans mes bras', 'kendji dans mes bras', 'kendji girac dans mes bras', 'dans mes bras clip', 'kendji clip', 'kendji clip dans mes bras', 'clip kendji dadju', 'dadju clip', 'dans mes bras dadju', 'kendji clip officiel', 'clip kendji girac', 'kendji the voice', 'the voice clip kendji']",10,3:17,4628,191612,26093989,0,hd,False,dvItruOSOaE,7.0,6 days 00:00:00
