Title,Description,Channel Title,Publish time,Tags,Category,Duration,Number of comments,Number of likes,Number of views,Number of favorites,Video quality,Licensed
Sherlock Jr 1924 HD (Buster Keaton),"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.

https://en.wikipedia.org/wiki/Sherlock_Jr.
https://www.imdb.com/title/tt0015324/
https://en.wikipedia.org/wiki/Buster_Keaton",Paul Mina Storm,2022-04-07T19:57:05Z,[],1,45:37,2,11,499,0,hd,False
"Bernstein ""Reaching for the Note"" Documentary",,Paul Mina Storm,2020-06-06T22:01:01Z,[],10,1:57:26,3,31,1937,0,hd,False
"Lecture 5, ""The Twentieth Century Crisis""",,Paul Mina Storm,2020-06-06T21:33:24Z,[],10,2:13:58,1,11,851,0,sd,False
"Lecture 4, ""The Delights and Dangers of Ambiguity""",,Paul Mina Storm,2020-06-06T21:32:59Z,[],10,2:23:26,0,11,514,0,sd,False
"Lecture 2, ""Musical Syntax""",,Paul Mina Storm,2020-06-06T21:32:29Z,[],10,1:36:33,1,3,219,0,sd,False
"Lecture 1, ""Musical Phonology""",,Paul Mina Storm,2020-06-06T21:27:30Z,[],10,1:45:38,1,11,313,0,sd,False
"Lecture 3, ""Musical Semantics""",,Paul Mina Storm,2020-06-06T21:10:12Z,[],10,2:23:7,1,4,173,0,sd,False
"Lecture 6, ""The Poetry of Earth""",,Paul Mina Storm,2020-06-06T20:32:50Z,[],10,2:58:18,0,7,286,0,sd,False
Dave Liebman on the discipline of organised practicing,Jazz maestro Dave Liebman shares his thoughts and processes on musical practice.,Paul Mina Storm,2020-05-18T21:00:27Z,[],10,52:19,5,92,2287,0,hd,False
Sketch 1,Lofiesque,Paul Mina Storm,2019-12-29T13:07:21Z,['PianoDiary'],10,50,0,3,206,0,sd,False
Glenn Gould The Alchemist 3 of 4,,Paul Mina Storm,2019-12-16T22:08:59Z,[],27,35:12,0,2,206,0,sd,False
Glenn Gould The Alchemist 2 of 4,,Paul Mina Storm,2019-12-12T11:17:37Z,[],27,46:13,0,10,412,0,sd,False
John Cage : One11 & 103,"This is John Cage's parting gift to the world. Completed 2 months before he passed.

In 1992, John Cage declined several invitations to attend celebrations marking his 80th birthday in order to devote himself to the completion of One11, the eleventh work for solo performer (hence the title) in the series of Number Pieces that occupied him during the five last years of his life. 

The performer in this case was a solo cameraman - Van Carlson - and Cage's ambitious project was nothing less than a full-length film (90 minutes) with no characters and no plot, directed by Henning Lohner and accompanied (or not as the case may be) by the orchestral work 103, which dates from September 1991. 

It's quite simply one of Cage's great works, and one of the most complex and time-consuming to realise, though as usual the basic idea was remarkably simple: use I-Ching generated chance procedures to determine the placement, angle of projection and intensity of 168 lights in an empty television studio and provide the solo cameraman with a similarly calculated score defining camera movements (a similar chance-generated working plan was subsequently devised for the editing of the film that took place in New York after the film had been shot in Germany in April 1992). 

The film consists of 17 scenes, each of which is further divided into takes, and Cage's idea was to dispense with editing as far as possible; amazingly only 600m of film were not used, and were duly pillaged to provide the visual backdrop to the opening credits. 

Andrew Culver programmed the composer's calculations into a computer which controlled the lighting changes - some 1200 of them, each featuring up to twenty different lights - and the full resources of the studio in Fernseh Studio Munchen were at Cage's disposal.

The film is accompanied by 103, created quite independently of One11.

https://en.wikipedia.org/wiki/John_Cage",Paul Mina Storm,2019-11-10T21:24:51Z,"['John Cage', 'one11']",27,1:33:43,2,88,2692,0,sd,False
The Making of John Cage's One11,"The making of John Cage's 11th piece for one performer (One 11).

The 90-minute film of One11 was the major project of Cage's final years and was completed just three months before his death in 1992. When asked why he took on something new in the medium of film, Cage said he jumped at the opportunity because there wasn't much time left. Sadly he was right.

The music is a seamless garment of continuous sustained sounds, with some individual notes picked out, in the style of Cage's late ""number"" pieces. There's a choice of two soundtracks that are independent, of course, from the visual images but nevertheless uncannily appropriate. Cage said the film has ""no plot, no characters, nothing"", hoping it would ""give pleasure without having any meaning whatsoever"". He wanted it to be ""free of politics, economics and even of oneself"". The documentary material with the DVD shows that the film was elaborate to make: there are 17 scenes requiring 1,200 cues with 20 light-changes each - all indicated in charts for the technicians derived from Cage's usual chance methods. The camera is the soloist.

These details don't explain the remarkable quality of these uniquely pure visual images, studies in light ranging from total black to total white. No colours. The play of lights brings up slowly moving circular objects eerily reminiscent of distant moons transmitted from outer space posing the eternal questions of existence. At times the scenario suggests cloud formations viewed from a plane. Cage's formulae for removing personal taste have paradoxically produced mesmeric images that only he could have devised.",Paul Mina Storm,2019-11-10T20:25:22Z,"['john cage', 'one11']",27,43:9,0,9,287,0,sd,False
Movie: The Kid (1921) - Charlie Chaplin,"A classic silent movie. Much to be learnt from the early days of cinema.

Now in public domain. 

For educational purposes.",Paul Mina Storm,2019-04-22T21:00:02Z,"['The Kid', 'Charlie Chaplin', 'The Kid 1921']",1,53:30,1541,38438,3543507,0,hd,False
2001 A Space Odyssey - The Making of a Myth (Documentary),For educational purposes. Learn and push the envelope.,Paul Mina Storm,2019-02-05T13:04:46Z,"['2001 A Space Odyssey', 'The Making of a Myth']",1,43:9,2,12,793,0,sd,False
Salesman 1969 (documentary),"Instructive documentary on a door-to-door bible salesman.

An example of great documentary film making following Hitcock's ground rules for concluding conflict:

1. SUBJECT (culturally relevant)
2. STORY (conflict and resolution)
3. SYNTHESIS (conclusion)

Albert Maysles, David Maysles & Charlotte Mitchell Zwerin",Paul Mina Storm,2019-01-31T11:27:49Z,"['salesman', 'salesman 1969']",1,1:31:19,6,133,10163,0,sd,False
Bird,,Paul Mina Storm,2018-10-25T16:59:29Z,['PianoDiary'],10,29,3,5,299,0,sd,False
Archie Rand Discusses Picasso's Process (Part 3),"Archie Rand discusses Pablo Picasso's process.

For educational purposes.",Paul Mina Storm,2018-03-30T21:19:00Z,['Picasso'],1,1:58,0,5,107,0,sd,False
