Title,Description,Channel Title,Publish time,Tags,Category,Duration,Number of comments,Number of likes,Number of views,Number of favorites,Video quality,Licensed
Mok Saib Ft Zaho - Toi et Moi (Official Music Video),"Découvrez ""Toi et Moi"", le nouveau clip de Mok Saib Ft. Zaho !
Disponible sur toutes les plateformes : https://zahofr.lnk.to/Toi-et-moi-ft-mok-saib

Follow Mok Saib at:
https://instagram.com/moksaib
https://facebook.com/MokSaib
https://twitter.com/MokSaib

Retrouvez Zaho sur ses réseaux : 
Facebook : https://www.facebook.com/zahofficiel
Instagram : https://www.instagram.com/zahonline/?...

Lyrics and melody : Mok Saib / Zaho 
Arrangement/BEAT and Mix : Mok Saib / Claro Beats 
Partie Rai : Kaci Ferhat
Direction artistique : DLPROD4

""Produit par DRIVEBY
Réalisé par Julio / Katim"" 

#MokSaib #Zaho #TOIETMOI",Mok Saib,2022-03-18T16:00:44Z,"['mok saib', 'zaho', 'toi et moi', 'music', 'rai', 'rai 2022', 'clip', 'amour', 'love', 'algerie', 'maroc', 'tunisie', 'maghreb', 'france', 'francais', 'arab', 'nouveau', 'Marseille', 'la nature', 'pop', 'trap', 'beat', 'instru', 'lourd', 'sony', 'dancer', 'mok', 'saib', 'omri', 'weli', 'trust the universe']",10,3:6,4360,135285,6078804,0,hd,False
Espoir - Mok Saib Ft. Chemsou Freeklane & Mezyane,"Ecouter Espoir sur toutes les plateformes :  
https://moksaib.net/music/

Subscribe to Mok Saib Youtube channel :
http://www.youtube.com/c/MokSaib

Composer/Lyrics :  Mok Saib/Chemsou Freeklane/Mezyane
Music production and mix : Mok Saib  ​
Direction artistique : Djahid Lallam/DLPROD4 2021
Design graphique : Smail Malki
Special thanks to Lotfi Kaz & Youcef LD

---------------------------------------------------
Follow Mok Saib at:
https://instagram.com/moksaib
https://facebook.com/MokSaib
https://twitter.com/MokSaib

#ESPOIR",Mok Saib,2021-08-20T16:00:10Z,"['mok', 'saib', 'ghorba', 'clip officiel', 'rai', 'algerien', 'algerian', 'artist', 'rap', 'trap', 'uk', 'soolking', 'موك صايب', 'راي', 'كليب', 'maghreb', 'maroc', 'algerie', 'tunisie', 'rap beat', 'algeria', 'morocco', 'Saad Lamjarred', 'dark music', 'skyrock', 'الجزائر', 'pop', 'موسيقى', 'rap dz', 'rai dz', 'france', 'hiphop', 'arabic', 'tendance', 'توندونس', 'moksaib', 'lyrics', 'lyric video', 'lemima', 'yema', 'el ghorba', 'twahchtek', 'ya lemima', 'sonia', 'English', 'djalil', 'palermo', 'chemsou', 'freeklane', 'mezyane', 'amiche', 'afro', 'beat', 'sad', 'triste', 'espoir', 'babor']",10,3:12,2839,44679,1506113,0,hd,True
Mok Saib - Yema (Official Music Video),"Ecouter Yema sur toutes les plateformes :  
https://moksaib.net/music/

Subscribe to Mok Saib Youtube channel :
http://www.youtube.com/c/MokSaib

Composer/Lyrics :  Mok Saib/Mez Amiche
Music Production : Mok Saib 
Directed by : @Lotfi Kaz Film  ​
Direction artistique : Djahid Lallam 
---------------------------------------------------
Follow Mok Saib at:
https://instagram.com/moksaib
https://facebook.com/MokSaib
https://twitter.com/MokSaib

LYRICS: 
x2 ااايمى يمى يمى يمى يمى 

 ااايمى شوفي الحالي قلبي ما تهنى
ااا يمى وليدك بعيد ونتي في محنا 

ااا يمى الغربة صعيبة و الداتني منك 
ااا يما توحشت نكون قريب في عزك 

Thamaldhyi ( habitina )
Th3awzed felli ( sharti 3lina )
Kemyi irabane ( rabitina )
Khass va3dagh thalidh the gouliw 
( même si je suis loin tu es dans mon cœur ) 

Thameldhyi ( habitina )
Th3awzed felli ( sharti 3lya )
Khass attas a yemma ( dors maman ) 
Kemyi the walniw ( nti 3inia)
 
x2 ااايمى يمى يمى يمى يمى 

ااا يمى قلبك حنين مفتوح كي الوردة 
ااا يمى حبك عزيز و من غيرك وحدة 

يا يمى ماتبكيش اليوم الفرحة توليلك
ااا يمى امسحي ذوك الدموع راه هنى وليدك 

Thamaldhyi ( habitina )
Th3awzed felli ( sharti 3lina )
Kemyi irabane ( rabitina )
Khass va3dagh thalidh the gouliw 
( même si je suis loin tu es dans mon cœur ) 

Thameldhyi ( habitina )
Th3awzed felli ( sharti 3lya )
Khass attas a yemma ( dors maman ) 
Kemyi the walniw ( nti 3inia)

x2 ااايمى يمى يمى يمى يمى",Mok Saib,2021-05-20T15:00:02Z,"['mok', 'saib', 'ghorba', 'clip officiel', 'rai', 'algerien', 'algerian', 'artist', 'uk', 'soolking', 'موك صايب', 'راي', 'كليب', 'maghreb', 'maroc', 'algerie', 'tunisie', 'algeria', 'morocco', 'الجزائر', 'pop', 'موسيقى', 'rap dz', 'rai dz', 'france', 'arabic', 'tendance', 'توندونس', 'moksaib', 'lemima', 'yema', 'el ghorba', 'twahchtek', 'ya lemima', 'sonia', 'djalil', 'palermo', 'Didin', 'Moh milano', 'Yema', 'kabyle', 'guitar']",10,2:54,4828,76271,2378425,0,hd,True
Mok Saib - Baby Baby (Acoustic Version),"Ecouter BABY BABY version acoustique sur toutes les plateformes :  
https://moksaib.net/music/

Subscribe to Mok Saib Youtube channel :
http://www.youtube.com/c/MokSaib

Composer / Lyrics :  Mok Saib
Music Production : Mok Saib 
Directed by @Lotfi Kaz Film    ​
---------------------------------------------------
Follow Mok Saib at:
https://instagram.com/moksaib
https://facebook.com/MokSaib
https://twitter.com/MokSaib

LYRICS : 
Saher a lil jiti fi bali 
Love of my life Eli khelani 
Take all you want ya koulchi feni 
Mani lik khoudi ....
I don’t to want be....

Drahem money money cash all you want 
All the mula in the world not enough 
Galbi khawi me dek love now you know
I’m truly hurt and you all did is mess it up 
You did mess it up

Ana Jitek be nia oh oh oh 
Jitek be nia oh oh oh x2
Don’t worry about me now no-ow 
Don’t worry about it now you fake love 

La lalaaaaaah 

Chorus 

Baby baby baby 
Khelatli el guelb m3abi 
Ya ghir nssay had el galb Eli bghak 
Forget the memories 

Oh ya rayi ya rayi ou ya rayi 
Your time is over now you want to be with me yeah yeah 
Roho gouloulha c’est fini m3ak
Don’t make a fool of your self girl 
Don’t make a fool of your self 

Verse 2 

Everybody is asking about you 
I told them that I don't know you no more 
Somehow I believe you'll show 
It'll be too late to love me now 

Yeah you did mess it up
Ana Jitek be nia oh oh oh 
Jitek be nia oh oh oh x2
Don’t worry about me now no-ow 
Don’t worry about it now you fake love 

La lalaaaaaah 

Chorus 

Baby baby baby 
Khelatli el guelb m3abi 
Ya ghir nssay had el galb Eli bghak 
Forget the memories

Oh ya rayi ya rayi ou ya rayi 
Your time is over now you want to be with me yeah yeah 
Roho gouloulha c’est fini m3ak
Don’t make a fool of your self girl 
Don’t make a fool of your self 

#moksaib #baby #Acoustic #موك صايب",Mok Saib,2021-03-10T16:00:27Z,"['baby baby', 'mok', 'saib', 'ghorba', 'clip officiel', 'money', 'rai', 'algerien', 'algerian', 'artist', 'uk', 'soolking', 'baybi', 'bebe', 'موك صايب', 'راي', 'كليب', 'maghreb', 'maroc', 'algerie', 'tunisie', 'alice', '2020 music', 'algeria', 'morocco', 'أليس', 'الجزائر', 'pop', 'موسيقى', 'heat', 'france', 'arabic', 'tendance', 'توندونس', 'moksaib', 'babay', 'acoustic', 'version', 'remix', 'version acoustique', 'acoustique', 'romentic', 'amour', 'ghram', 'didin', 'Palermo', 'djalil', 'mouh', 'milano', 'triste']",10,2:50,1983,55128,1722662,0,hd,True
MOK SAIB - Marakish Normal | 2021 | ماراكيش نورمال [Official Music Video],"Ecouter Marakish Normal sur toutes les plateformes :  
https://moksaib.net/music/

Subscribe to Mok Saib Youtube channel :
http://www.youtube.com/c/MokSaib

Composer/Lyrics :  Mok Saib
Music Production : Mok Saib
Réalisé par : Lotfi Kaz Film 
Direction artistique : Djahid Lallam 
Producer assistants : BKZ.production / Elliott B 
---------------------------------------------------
Follow Mok Saib at:
https://instagram.com/moksaib
https://facebook.com/MokSaib
https://twitter.com/MokSaib

LYRICS : 
Rayhine Biha wyne wyne 
profilek faux koulchi fake 
Hayed el follow bye bye 
Mmmm London Casa Alger hakem 

La la la la la la la 
Ya Sayi c’est fini weliti tbeni bizzard
La la la la la la la 
Omri khalik b3id ya menek j’en ai marre 

La la la la la la la 
Ya Sayi c’est fini weliti tbeni bizzard
La la la la la la la 
Omri khalik b3id ya menek j’en ai marre 

Hello Hello Hello 
Ana wiyek maderna walou walou walou
Hada l’amour yana malou malou malou 
Ana khalest na3atiha solo molo molo

Skuuur skuuur

Hello Hello Hello 
Ana wiyek maderna walou walou walou
Hada l’amour yana malou malou malou 
Ana khalest na3atiha solo molo molo

Ya Marakich normal 
Ya marakich normal
Welitili kauchmare
Ya had a chira bizzard 

Ya Marakich normal 
Ya marakich normal
Welitili kauchmare
ya tefla houbek khatar


Verse 2 
Rayhine biha wyne wyne 
profilek faux koulchi fake
Ma Yesahlek ghir el bye bye 
Ya mami fik mani hayer 

Rayhine biha wyne wyne 
profilek faux koulchi fake
Ma Yesahlek ghir el bye bye 
Ya mami fik mani hayer 


La la la la la la la 
Ya sayi batelt hassba rohek chkoun 
La la la la la la la 
Alger London Paris nensak a mi amor 
Alger casa Paris nensak a mi amor 

La la la la la la la 
Ya Sayi c’est fini weliti tbeni bizzard
La la la la la la la 
Omri khalik b3id ya menek j’en ai marre 

Hello Hello Hello 
Ana wiyek maderna walou walou walou
Hada l’amour yana malou malou malou 
Ana khalest na3atiha solo molo molo

Skuuur skuuur

Hello Hello Hello 
Ana wiyek maderna walou walou walou
Hada l’amour yana malou malou malou 
Ana khalest na3atiha solo molo molo

Ya Marakich normal 
Ya marakich normal
Welitili kauchmare
Ya had a chira bizzard 

Ya Marakich normal 
Ya marakich normal
Welitili kauchmare
ya tefla houbek khatar

#moksaib #marakich_normal",Mok Saib,2021-02-14T16:00:16Z,"['mok', 'saib', 'ghorba', 'rai', 'algerien', 'algerian', 'artist', 'uk', 'soolking', 'موك صايب', 'راي', 'كليب', 'maghreb', 'maroc', 'algerie', 'tunisie', '2020 music', 'algeria', 'morocco', 'Saad Lamjarred', 'الجزائر', 'pop', 'موسيقى', 'rai dz', 'france', 'hiphop', 'arabic', 'tendance', 'توندونس', 'moksaib', 'djalil', 'palermo', 'Didin', 'Moh milano', 'sky prod']",10,3:59,5008,117770,4507159,0,hd,True
Mok Saib - Sonia (Official Video),"Ecouter Sonia sur toutes les plateformes :  
https://moksaib.net/music/

Subscribe to Mok Saib Youtube channel :
http://www.youtube.com/c/MokSaib

Composer/Lyrics :  Mok Saib/Hichem Touioui
Music Production : Mok Saib 
DOP by : @Lotfi Kaz Film  ​
Direction artistique : Djahid Lallam 
Producer assistants : BKZ.production / Ellzbeats 
---------------------------------------------------
Follow Mok Saib at:
https://instagram.com/moksaib
https://facebook.com/MokSaib
https://twitter.com/MokSaib

LYRICS : 
I’m sorry mama 
I troubled انا بهمي 
حاب نعرف زهري وين دايني 
الليلة نديسيدي 
mon avenir

شوفي حالي ما جاني نوم ياما
يا كيف ندير الليل طويل ياما 
J’ai pas le choix صابر عليها ياما
La faut فيا 
كي باغي نحلم يابا

خليني خليني خليني من الغربة خليني 
لميمة وحشاتني 
خليني خليني خليني لميمة خليني،
 باغي نهجر خليني

What about me, 
mes rêves et ma dreams 
I know you want me here 
بصح مقدرتش انا نزيد 
خليني انا مليت 
الليلة ديسيديت 
Sorry mama تمنيت معايا انا نديك


شوفي حالي ما جاني نوم ياما
يا كيف ندير الليل طويل ياما 
J’ai pas le choix صابر عليها ياما
La faut فيا 
كي باغي نحلم يابا

خليني خليني خليني من الغربة خليني 
لميمة وحشاتني 
خليني خليني خليني لميمة خليني،
 باغي نهجر خليني

#moksaib #sonia",Mok Saib,2020-12-31T15:00:19Z,"['mok', 'saib', 'ghorba', 'clip officiel', 'rai', 'algerien', 'algerian', 'artist', 'rap', 'trap', 'uk', 'soolking', 'موك صايب', 'راي', 'كليب', 'maghreb', 'maroc', 'algerie', 'tunisie', '2020 music', 'rap beat', 'algeria', 'morocco', 'Saad Lamjarred', 'dark music', 'skyrock', 'الجزائر', 'pop', 'موسيقى', 'rap dz', 'rai dz', 'france', 'hiphop', 'arabic', 'tendance', 'توندونس', 'moksaib', 'lyrics', 'lyric video', 'lemima', 'yema', 'el ghorba', 'twahchtek', 'ya lemima', 'sonia', 'English', 'djalil', 'palermo', 'Didin', 'Moh milano']",10,3:24,9856,387203,51370832,0,hd,True
Mok Saib - Baby Baby (Behind the Scenes) | الكواليس,"Ecouter BABY BABY sur toutes les plateformes :  
https://moksaib.net/music/

Subscribe to Mok Saib Youtube channel :
http://www.youtube.com/c/MokSaib

Composer/Lyrics :  Mok Saib
Music Production : @MakakiProd 
Direction artistique : Djahid Lallam
Directed by   @Lotfi Kaz Film  ​
---------------------------------------------------
Follow Mok Saib at:
https://instagram.com/moksaib
https://facebook.com/MokSaib
https://twitter.com/MokSaib

LYRICS : 
Saher a lil jiti fi bali 
Love of my life Eli khelani 
Take all you want ya koulchi feni 
Mani lik khoudi fuck 
I don’t to want be lost 
There is no we there is no
us 

Drahem money money cash all you want 
All the mula in the world not enough 
Galbi khawi me dek love now you know
I’m truly hurt and you all did is mess it up 

Ana Jitek be nia oh oh oh 
Jitek be nia oh oh oh x2
Don’t worry about me now no-ow 
Don’t worry about it now you fake love 

La lalaaaaaah 

Chorus 

Baby baby baby 
What the f*** you think you know about me yeaaah 
Ya ghir nssay had el galb Eli bghak 
Forget the memories 

Oh ya rayi ya rayi ou ya rayi 
Your time is over now you want to be with me yeah yeah 
Roho gouloulha c’est fini m3ak
Don’t make a fool of your self girl 
Don’t make a fool of your self 

Verse 2 

Now all I want you to forget me 
Baby I know you think you own me
Let me remind you you never loved me

Mani lik khoudi fuck 
I don’t to want be lost 
There is no we there is no us 

Drahem money money cash all you want 
All the mula in the world not enough 
Galbi khawi me dek love now you know
I’m truly hurt and you all did is mess it up 

You need to buckle up

Ana Jitek be nia oh oh oh 
Jitek be nia oh oh oh x2
Don’t worry about me now no-ow 
Don’t worry about it now you fake love 

La lalaaaaaah 

Chorus 

Baby baby baby 
What the f*** you think you know about me yeaaah 
Ya ghir nssay had el galb Eli bghak 
Forget the memories 

Oh ya rayi ya rayi ou ya rayi 
Your time is over now you want to be with me yeah yeah 
Roho gouloulha c’est fini m3ak
Don’t make a fool of your self girl 
Don’t make a fool of your self 

Outro

You know nothing about me x2 
Don’t want you to talk about me

#moksaib #babybaby",Mok Saib,2020-12-04T16:26:10Z,"['baby baby', 'mok', 'saib', 'ghorba', 'clip officiel', 'money', 'heist', 'rai', 'algerien', 'algerian', 'artist', 'rap', 'trap', 'uk', 'film', 'gangster video', 'mini cooper', 'freeklane', 'soolking', 'baybi', 'bebe', 'موك صايب', 'راي', 'كليب', 'maghreb', 'maroc', 'algerie', 'tunisie', 'alice', 'salma rachid', '2020 music', 'rap beat', 'algeria', 'morocco', 'Saad Lamjarred', 'dark music', 'skyrock', 'أليس', 'الجزائر', 'pop', 'موسيقى', 'rap dz', 'rai dz', 'serious', 'heat', 'bonnie and clyde', 'france', 'hiphop', 'grime', 'arabic', 'tendance', 'توندونس', 'moksaib', 'الخيانة', 'betrayal', 'cheating', 'action', 'babay', 'خانته', 'girlfriend', 'الغدر']",10,5:17,398,12663,281073,0,hd,True
Mok Saib - Baby Baby بايبي بايبي (Official Video),"Ecouter BABY BABY sur toutes les plateformes :  
https://moksaib.net/music/

Subscribe to Mok Saib Youtube channel :
http://www.youtube.com/c/MokSaib

Composer/Lyrics :  Mok Saib
Music Production : Mok Saib
Directed by  @Lotfi Kaz Film ​
---------------------------------------------------
Follow Mok Saib at:
https://instagram.com/moksaib
https://facebook.com/MokSaib
https://twitter.com/MokSaib

LYRICS : 
Saher a lil jiti fi bali 
Love of my life Eli khelani 
Take all you want ya koulchi feni 
Mani lik khoudi fuck 
I don’t to want be lost 
There is no we there is no
us 

Drahem money money cash all you want 
All the mula in the world not enough 
Galbi khawi me dek love now you know
I’m truly hurt and you all did is mess it up 

Ana Jitek be nia oh oh oh 
Jitek be nia oh oh oh x2
Don’t worry about me now no-ow 
Don’t worry about it now you fake love 

La lalaaaaaah 

Chorus 

Baby baby baby 
What the f*** you think you know about me yeaaah 
Ya ghir nssay had el galb Eli bghak 
Forget the memories 

Oh ya rayi ya rayi ou ya rayi 
Your time is over now you want to be with me yeah yeah 
Roho gouloulha c’est fini m3ak
Don’t make a fool of your self girl 
Don’t make a fool of your self 

Verse 2 

Now all I want you to forget me 
Baby I know you think you own me
Let me remind you you never loved me

Mani lik khoudi fuck 
I don’t to want be lost 
There is no we there is no us 

Drahem money money cash all you want 
All the mula in the world not enough 
Galbi khawi me dek love now you know
I’m truly hurt and you all did is mess it up 

You need to buckle up

Ana Jitek be nia oh oh oh 
Jitek be nia oh oh oh x2
Don’t worry about me now no-ow 
Don’t worry about it now you fake love 

La lalaaaaaah 

Chorus 

Baby baby baby 
What the f*** you think you know about me yeaaah 
Ya ghir nssay had el galb Eli bghak 
Forget the memories 

Oh ya rayi ya rayi ou ya rayi 
Your time is over now you want to be with me yeah yeah 
Roho gouloulha c’est fini m3ak
Don’t make a fool of your self girl 
Don’t make a fool of your self 

Outro

You know nothing about me x2 
Don’t want you to talk about me

#moksaib #babybaby",Mok Saib,2020-11-13T13:59:22Z,"['baby baby', 'mok', 'saib', 'ghorba', 'clip officiel', 'money', 'heist', 'rai', 'algerien', 'algerian', 'artist', 'rap', 'trap', 'uk', 'film', 'gangster video', 'mini cooper', 'freeklane', 'soolking', 'baybi', 'bebe', 'موك صايب', 'راي', 'كليب', 'maghreb', 'maroc', 'algerie', 'tunisie', 'alice', 'salma rachid', '2020 music', 'rap beat', 'algeria', 'morocco', 'Saad Lamjarred', 'dark music', 'skyrock', 'أليس', 'الجزائر', 'pop', 'موسيقى', 'rap dz', 'rai dz', 'serious', 'heat', 'bonnie and clyde', 'france', 'hiphop', 'grime', 'arabic', 'tendance', 'توندونس', 'moksaib', 'الخيانة', 'betrayal', 'cheating', 'action', 'babay', 'خانته', 'girlfriend', 'الغدر']",10,4:29,8187,225788,13249674,0,hd,True
Confinement en famille حجر مع العائلة,"Confinement en famille حجر مع العائلة
Follow Mok Saib : 

https://instagram.com/moksaib
https://facebook.com/MokSaib
https://twitter.com/MokSaib

#confinement #moksaib #corona",Mok Saib,2020-03-24T14:08:26Z,"['Confinment', 'corona', 'virus', 'mok saib', 'vlog', 'algerie', 'maroc', 'tunisie', 'france', 'tendance', 'restez', 'chez', 'vous', 'riyhou fe dar', 'epidemic', 'maison', '2020', 'stay', 'home', 'muisque', 'Ghorba', 'rai', '2019', 'rai 2019', 'maghreb', 'beur fm', 'paris', 'chemsou', 'Freeklane', 'soolking', 'maghreb united', 'موك صايب', 'الغربة', 'سوولكينغ', 'راي', 'الجزائر', 'المغرب', 'تونس', 'طوندوس', 'tendence', 'muisc', 'clip', 'officielle', 'alice', 'lamour', 'femme', 'la femme', 'skyrock', 'planet rap']",24,3:44,2174,50427,1300202,0,hd,True
El Ghorba (Algerie) ft. Phobia Isaac #JowRadio,"Écoutez El Ghorba ici : 

https://open.spotify.com/artist/6jcvu...
https://play.anghami.com/song/54937021
https://music.apple.com/gb/album/ma-b...
https://www.deezer.com/en/artist/6706481

Follow Mok Saib : 

https://instagram.com/moksaib
https://facebook.com/MokSaib
https://twitter.com/MokSaib
Lyrics et melody : Mok Saib
Arrangement et mix : Mok Saib 
Mastering : Metropolis Studios

#moksaib #phobia_isaac #elghorba",Mok Saib,2020-02-27T15:59:35Z,"['mok saib', 'muisque', 'algerie', 'maroc', 'tunisie', 'france', 'Ghorba', 'rai', '2019', '2020', 'rai 2019', 'maghreb', 'beur fm', 'paris', 'chemsou', 'Freeklane', 'soolking', 'maghreb united', 'موك صايب', 'الغربة', 'سوولكينغ', 'راي', 'الجزائر', 'المغرب', 'تونس', 'طوندوس', 'tendence', 'muisc', 'clip', 'officielle', 'alice', 'lamour', 'femme', 'la femme', 'skyrock', 'planet rap', 'jow radio', 'phobia isaac']",10,4:34,24398,640992,84753894,0,hd,True
