Title,Description,Channel Title,Publish time,Tags,Category,Duration,Number of comments,Number of likes,Number of views,Number of favorites,Video quality,Licensed
J'EMMENE MA VOITURE DE DRIFT SUR CIRCUIT POUR LA PREMIERE FOIS !,"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Et merci à Top Gear France !
Le Stig à rétrouver tous les mercredis 21h sur RMC découverte !
Le poto @SwitchRiders 
HMC Lohéac : https://www.hmc-loheac.com/

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/er",LeBouseuh,2022-04-03T09:03:15Z,[],24,15:16,1028,58528,786219,0,hd,True
J'ACHETE DU MATERIEL DE COMPET POUR MES SESSIONS DRIFT !,"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Ma voiture de drift :
BMW 325ti E46
Vidéo de la préparation : https://www.youtube.com/watch?v=20cMxFcgk8o&t=479s

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-03-26T10:15:02Z,[],24,12:44,479,35275,548020,0,hd,True
ON ECHANGE NOS VETEMENTS AVEC KENI !,"Le boss @Keni 

Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-03-23T11:30:01Z,[],24,11:20,354,37013,465710,0,hd,True
MA VOITURE DE DRIFT EST PRETE ! (je pars la chercher),"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Les boss @thierry vigneau Boiserie @ShifTech TV 

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-03-19T10:15:00Z,[],24,13:7,534,56357,854694,0,hd,True
KENI ESSAIE LES BOLIDES DU LOCAL !,"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Le boss @Keni 

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-03-15T16:32:35Z,[],24,11:24,628,52923,793219,0,hd,True
JE DOIS RENDRE MA VOITURE EN URGENCE A LA CONCESSION ! (Bilan),"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

La fin de mon histoire avec ma mercedes Classe A 180D !

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-03-12T10:08:06Z,[],24,14:31,907,30675,494654,0,hd,True
L'Everest,"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Sources :
Francois Asselin : http://bit.ly/3hHo0X2
Style Alpin : http://bit.ly/3pF0azw
Vidéo expédition sur l'everest : http://bit.ly/3ChESgg
Expédition de 1953 : http://bit.ly/3pGjcpb
Premiers Français sur l'everest : http://bit.ly/3pDyNWH
Le monde, embouteillages : http://bit.ly/3Kg9v8P

Film à voir : 
Everest (à louer sur youtube)
14 Peaks: Nothing Is Impossible (Netflix)
L'Ascension (Netflix)


↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-03-05T11:22:05Z,[],24,19:7,1702,49785,474153,0,hd,True
IL A VOULU IMPRESSIONNER SON POTE MAIS CA A MAL TOURNÉ ... (react),"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Et merci @100% MOTOS !

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-03-01T16:31:28Z,[],24,9:27,790,55777,738262,0,hd,True
JE DECOUVRE MA FUTURE VOITURE DE DRIFT ! - Projet Drift #1,"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Premier épisode ENFIN de ma petite série ''DRIFT'' !
Merci encore @thierry vigneau Boiserie pour ce projet INCROYABLE !

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-02-26T10:04:03Z,[],24,12:6,562,48102,672702,0,hd,True
MA PLUS BELLE VOITURE DE MODELISME ! (surprise),"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Si vous aussi vous voulez votre carrosserie unique voici le contact de Kleden :
Kleden.carval@gmail.com

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-02-22T16:30:03Z,[],24,14:4,648,46846,442889,0,hd,True
"DERNIER JOUR DE COSSI AU LOCAL, ON PART CHERCHER MA NOUVELLE VOITURE !","Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

@Cossi 

Drive Automobile : https://www.drive-automobiles.com
Leur Insta : https://www.instagram.com/driveautomobiles/
Leur Mail : matteo@drive-automobiles.fr

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-02-19T10:43:59Z,[],24,22:23,2242,100789,1381858,0,hd,True
JE DECOUVRE LE BULLETIN DE COSSI ... (je ne m'attendais pas à ça),"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

@Cossi

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-02-17T17:38:53Z,"['lebouseuh', 'bouseuh', 'cossi', 'stagiaire', 'notes', 'bulletin']",24,26:49,2695,172344,1813111,0,hd,True
QUI DE NOUS ? (spécial Local),"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

@Cossi @Pidi @Les Inachevés @Dobby @FABI1 @Apo 

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-02-16T12:07:33Z,[],24,17:11,879,54383,631720,0,hd,True
JE VOUS PRESENTE MA STAGIAIRE DE 3EME !,"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

@Cossi

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-02-14T17:01:30Z,[],24,10:57,1634,99413,1154404,0,hd,True
CET ABONNÉ A LA VOITURE QUE JE VEUX ACHETER ! (BMW E36),"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Son Insta : e36_lowground

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-02-11T16:30:13Z,[],24,22:30,681,29760,446205,0,hd,True
J'AI CRAQUÉ MON SLIP POUR CET ENORME MONSTRE !,"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Et merci à Gwendal de RC Performance le boss 🔥

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-01-30T10:45:02Z,[],24,10:5,695,48369,636659,0,hd,True
J'ESSAYE LE SETUP DRIFT ! (c'est pas facile),"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-01-27T17:58:01Z,"['lebouseuh', 'drift', 'setup', 'setup drift', 'simulation', 'setup simulation', 'lebouseuh setup']",24,10:1,849,42443,695094,0,hd,True
VOILA POURQUOI J'AI PEUR DU SKI ...,"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-01-24T16:30:01Z,[],24,8:57,660,42021,537054,0,hd,True
LEONIE TRANSFORME MON MULET ! (vous n'êtes pas prêts),"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Léonie : zedbraids (sur insta)
Hairtist : @Hairtist Paris 
Benjamin le photographe : benaubert

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-01-21T16:30:02Z,[],24,10:41,546,32272,444977,0,hd,True
ON TERMINE LE SETUP DRIFT ! (enfin),"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-01-17T16:30:03Z,"['lebouseuh', 'drift', 'setup drift', 'setup simulation']",24,16:39,770,72042,775004,0,hd,True
J'AI REÇU LA LETTRE DE SUPERCELL,"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-01-12T15:30:02Z,[],24,4:51,3227,77746,729498,0,hd,True
FAUT QUE JE VOUS PARLE !,"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-01-10T16:32:36Z,[],24,11:9,2167,50800,600830,0,hd,True
MARTIN CONDUIT MA VOITURE ET ... (Vlog),"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Petit vlog de 3 jours en compagnie du frérot Martin !

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2022-01-01T10:09:49Z,[],24,14:38,732,41210,621820,0,hd,True
LE WHEELING DE TROP ... (je réagis toujours à des accidents en moto),"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Les boss @100% MOTOS 
La vidéo : https://www.youtube.com/watch?v=uqnretdzbeA

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2021-12-26T10:01:12Z,"['lebouseuh', 'moto', 'accidents', 'reaction moto', 'reaction', 'video reaction', 'video reaction moto']",24,16:21,779,71463,1173778,0,hd,True
LE TOURNOI DE FLÉCHETTES DU LOCAL (spécial Noël),"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Gros tournoi de fléchettes avec PLEINS de cadeaux à gagner avec la Team Local !

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=nXgfQASQoPs&t=32s

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2021-12-19T10:36:22Z,"['local', 'lebouseuh', 'fléchettes']",24,12:42,682,25015,321470,0,hd,True
J'EMMENE LA FAMILLE ET LES POTES EN RS6 (680 chv),"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

J'emmène des gens dans un audi RS6 des enfers !

Pour savoir quel matériel j'utilise je te conseille de regarder ma vidéo Setup
►https://www.youtube.com/watch?v=mi63Qx3bsjw

↓REJOINS MOI SUR LES RESEAUX↓

◦ Instagram : https://www.instagram.com/levraibouseuh/
◦ Twitter : https://twitter.com/lebouseuh
◦ Twitch : https://www.twitch.tv/lebouseuh
◦ Facebook : https://www.facebook.com/lebouseuh/",LeBouseuh,2021-12-11T10:38:04Z,[],24,10:26,859,30123,411278,0,hd,True
